"name","Degree","Weighted.Degree","modularity_class","pageranks","componentnumber","clustering","triangles","eigencentrality","author_id","URL"
"Arvind Murugan",2,1,1344,4.4e-05,0,0,0,0.015249,2272228363,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Murugan%201.jpeg?itok=hptvqohO"
"James Zou",12,2.403059,1344,9.5e-05,0,0.030303,2,0.131542,2559731766,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/94a209eb976bea0908df090944fe53e3.jpg?itok=0TcNkQU7"
"Suriyanarayanan Vaikuntanathan",4,2.114478,1344,9.2e-05,0,0,0,0.020351,168291707,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Valkuntanathan%2C%20Suri.jpg?itok=7MxXm2NQ"
"Arvind Narayanan",5,1.424944,1344,6.1e-05,0,0.1,1,0.079685,2121998336,"http://cyberlaw.stanford.edu/files/styles/profile_image/public/people/portaits/arvind-narayanan-profile.jpeg?itok=boi7GFUv"
"Song Han",7,1.262152,1344,5.4e-05,0,0.142857,3,0.105442,2233699872,"https://songhan.mit.edu/wp-content/uploads/2019/03/cropped-WechatIMG38-3.jpeg"
"Arvind Palanisamy",1,1,1344,4.4e-05,0,0,0,0.017863,2693627440,"https://profiles.wustl.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Arvind Panagariya",1,0.6,1344,3e-05,0,0,0,0.003735,89025099,"https://beta.global.columbia.edu/files/globalcommons2/styles/faculty_profile_main_image/public/arvind1.jpg?itok=5Mz-GKSb&c=b6ddee60fae3f39bb3a90daccbb7b636"
"Jagdish N. Bhagwati",11,1.066414,1344,6e-05,0,0.072727,4,0.053607,621481202,"https://beta.global.columbia.edu/files/globalcommons2/styles/faculty_profile_main_image/public/bhagwati.jpeg?itok=nZ0B-TK0&c=534d0065ad652992695b4e5ad7ef0046"
"Arvind Thiagarajan",5,1.090909,1344,4.5e-05,0,0.4,4,0.120566,2060501585,""
"Jakob Eriksson",4,1.1,1344,5e-05,0,0.333333,2,0.101233,2129658448,"http://www.cs.uic.edu/pub/Jakob/WebHome/jakob_large.jpg"
"Katrina LaCurts",4,1.1,1344,4.5e-05,0,0.5,3,0.105439,2001187374,"http://people.csail.mit.edu/katrina/me.jpg"
"Aryan Mokhtari",2,1,1344,3.9e-05,0,1,1,0.016297,2066676991,"https://simons.berkeley.edu/sites/default/files/uploads/banners/sim-banner-people_0.jpg"
"Suvrit Sra",10,5.096491,1344,0.000183,0,0.044444,2,0.063543,2469620852,"http://mathoverflow.net/users/flair/8430.png?theme=default"
"Joseph Dougherty",7,2.333333,1344,9.8e-05,0,0,0,0.035373,2124132321,"https://profiles.wustl.edu/files-asset/24531210/dougherty_joseph_336761_dbbs.jpg"
"Matthew D. Lew, Ph.D.",5,1.602381,1344,6.7e-05,0,0.2,2,0.038698,2091362536,""
"Asad Asad",2,1.333333,1344,5.8e-05,0,0,0,0.001276,2031098521,"https://sociology.stanford.edu/sites/g/files/sbiybj9501/f/styles/large-square/public/asad_circulating.jpg?itok=-wsF-pP3"
"Jackelyn Hwang",2,2,1344,8.2e-05,0,0,0,0.000467,2517876009,"https://sociology.stanford.edu/sites/g/files/sbiybj9501/f/styles/large-square/public/jackelyn_hwang_idpic.jpg?itok=NeTF5sMk"
"Asad Esmaeily",0,0,271,8e-06,298,0,0,0,2196900543,"https://www.k-state.edu/k-publisher/custom-images/2017-Mar-16_0835_04-asad_es.jpg"
"Hayder Rasheed",1,0.1,1344,1.2e-05,0,0,0,0.000558,2051668251,"https://www.k-state.edu/today/images/k-state-app-ad.png"
"Numan Ahmad",1,0.1,1344,1.3e-05,0,0,0,0.000398,2942600574,""
"Aseem Sharma",2,0.35,1344,2.5e-05,0,0,0,0.01563,2422972614,"https://profiles.wustl.edu/files-asset/24529961/sharma_aseem_316084.jpg"
"Joseph C. Corbo, M.D., Ph.D.",2,0.542857,1344,3e-05,0,0,0,0.00892,243137325,""
"Ash, David",1,1,1344,4.8e-05,0,0,0,0.023504,2668498346,""
"Garry Gold",18,2.797182,1344,0.00013,0,0.058824,9,0.248524,2161582708,"https://bioengineering.stanford.edu/sites/g/files/sbiybj9636/f/styles/large-square/public/8d18263dae1c1e82956ade4fb7125670.jpg?itok=rZo76ysR"
"Asheesh K Singh",1,0.333333,1344,1.9e-05,0,0,0,0.000388,2100075685,"https://www.genetics.iastate.edu/files/styles/people_thumb/public/people/profilepictures/profile_0_0.jpg?itok=AQiYn7J_"
"Leonor  Leandro",4,3.333333,1344,0.000119,0,0,0,0.001062,2113746824,"https://www.ipm.iastate.edu/files/styles/people_thumb/public/people/profilepictures/leonor.jpg?itok=0xRkIP2l"
"Sarkar, Soumik",0,0,272,8e-06,299,0,0,0,2289472044,"https://intrans.iastate.edu/app/uploads/sites/14/2018/06/reactor@2x.png"
"Mitchell Stern",6,1.791667,1344,7.1e-05,0,0.2,3,0.079946,2607823601,""
"Rebecca Roelofs",3,0.619048,1344,3.1e-05,0,0.666667,2,0.039343,2552170845,""
"Ashiq  Ali",11,1.283333,1344,6.6e-05,0,0.054545,3,0.011106,2107362508,"http://jindal.utdallas.edu/files/ali.jpeg"
"April Klein",2,0.140909,1344,1.4e-05,0,0,0,0.00322,2234866638,"https://www.stern.nyu.edu/faculty/static/photos/aklein.jpg"
"Baruch Lev",6,2.331818,1344,1e-04,0,0.333333,5,0.007822,2135634548,"https://www.stern.nyu.edu/faculty/static/photos/blev.jpg"
"Cindy Durtschi",2,1.15,1344,5.1e-05,0,1,1,0.003369,2916064476,""
"Gil  Sadka",2,1.05,1344,5.6e-05,0,0,0,0.002351,216818990,"http://jindal.utdallas.edu/files/gil_sadka.png"
"Joshua Ronen",10,1.172222,1344,6.4e-05,0,0.088889,4,0.022457,2026167157,"https://www.stern.nyu.edu/faculty/static/photos/jronen.jpg"
"Ningzhong  Li",2,0.35,1344,2.4e-05,0,0,0,0.002351,2108795654,"http://jindal.utdallas.edu/files/ningzhong_li.jpg"
"Paul Zarowin",4,1.068864,1344,4.9e-05,0,0.333333,2,0.005757,422260528,"https://www.stern.nyu.edu/faculty/static/photos/pzarowin.jpg"
"Suresh  Radhakrishnan",5,1.770085,1344,8.4e-05,0,0.1,1,0.006932,2154238718,"http://jindal.utdallas.edu/files/suresh_radhakrishnan.jpg"
"Umit G. Gurun",6,2.611111,1344,0.000115,0,0,0,0.007632,257506415,"https://profiles.utdallas.edu/storage/media/2256/conversions/murray%20leaf%202013-300x300-medium.jpg"
"William M. Cready",2,1.05,1344,4.8e-05,0,0,0,0.003279,2582644058,"http://jindal.utdallas.edu/files/WilliamCready.jpeg"
"Ashkan Mohammadzadeh Jasour",1,1,1344,3.9e-05,0,0,0,0.004828,2465751076,"https://www.csail.mit.edu/sites/default/files/styles/headshot/public/images/migration/williams.jpg?h=5636fc5d&itok=YetkMNmw"
"Brian Williams",9,5.194444,1344,0.000186,0,0,0,0.043706,2103347707,"https://www.csail.mit.edu/sites/default/files/styles/headshot/public/images/migration/williams.jpg?h=5636fc5d&itok=YetkMNmw"
"Ashley  Williams",1,1,1344,3.7e-05,0,0,0,0.000628,2899084447,"https://viventi.pratt.duke.edu/sites/viventi.pratt.duke.edu/files/u49/ashley2.jpg"
"Jonathan Viventi",5,3.7,1344,0.000125,0,0.1,1,0.002747,272999366,"https://bme.duke.edu/sites/bme.duke.edu/files/scholars_images/thumb_image_1435702.jpg"
"Ashley Clark",3,1.166667,1344,4.6e-05,0,0.333333,1,0.014842,2098969179,"http://www.stanford.edu/group/arl/sites/default/files/public/images/people/thumbs/IMG_4082a.jpg?1423534559"
"Marco Pavone",9,1.737483,1344,7.3e-05,0,0.055556,2,0.12457,1887673601,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/f4f7a2189444df3e94693027cd2016b0.jpg?itok=vUuyi9Wz"
"Ashley Hazel",1,1,273,4.3e-05,300,0,0,0.000199,2143234801,"https://woods.stanford.edu/sites/g/files/sbiybj5821/f/styles/large-scaled/public/12e66749e3a12fbe58b00c3a736da5e8.jpg?itok=9IBfBRHj"
"Sara Brownell",2,2,273,8.2e-05,300,0,0,0.000306,2775899923,"https://teachingcommons.stanford.edu/sites/teachingcommons/files/styles/ug-med-square/public/Brownell%2C%20Fukami%2C%20by%20Linda%20Cicero_0.jpg?itok=C2ZWadbw"
"Ashley Lennox",2,1.333333,274,8.2e-05,161,0,0,0.000306,2228735009,"https://www.neuro.duke.edu/sites/www.neuro.duke.edu/files/styles/medium/public/Ashley-225x300.jpg?itok=O3RxWVv9"
"Debra Silver, PhD",1,1,274,6e-05,161,0,0,0.000199,2237119561,"https://mgm.duke.edu/wp-content/uploads/2015/02/Silver-Debra-e1436373530145.jpg"
"Ashley McDonald",2,0.909091,1344,5.6e-05,0,1,1,0.002806,2585719679,""
"Cheryl Roe",1,0.166667,1344,2.1e-05,0,0,0,0.000438,2409048010,""
"Daniel McGehee",8,2.536364,1344,0.000144,0,0.107143,3,0.009135,2168297923,"https://www.engineering.uiowa.edu/sites/www.engineering.uiowa.edu/files/styles/large/public/person/image/mcgeheedaniel.jpg?itok=ncCshiNu"
"Natoshia Askelson",5,0.487417,1344,3.6e-05,0,0.3,3,0.007563,2036526002,"http://ppc.uiowa.edu/sites/default/files/styles/people_speaker/public/askelson.jpg?itok=EjXaa_pY"
"Ashley Shams",0,0,275,8e-06,301,0,0,0,2134822031,""
"Camille M. George",1,0.086957,1344,2e-05,0,0,0,0.003239,2312528303,""
"Ashley Spies, PhD",1,0.5,1344,3.4e-05,0,0,0,0.001071,2005670088,"https://pharmacy.uiowa.edu/sites/pharmacy.uiowa.edu/files/styles/person_300/public/field/people_image/maspies.jpg?itok=zfKqo2DX"
"Dylan Dodd",0,0,276,8e-06,302,0,0,0,2251352071,"https://chemh-cbi.stanford.edu/sites/g/files/sbiybj9901/f/styles/large-square/public/dodd.jpeg?itok=G5JtJBhu"
"Richard L. Schowen",6,1.494755,1344,8.9e-05,0,0.066667,1,0.005819,2047899457,"http://chem.ku.edu/sites/chem.ku.edu/files/images/general/layout/social-facebook-button-blue-icon.png"
"Ashley Titan",2,1.026316,1344,4.8e-05,0,0,0,0.0211,2222126795,""
"Ashley Wolf",1,1,1344,4.4e-05,0,0,0,0.002155,2628065186,"http://molbio.mgh.harvard.edu/molbio-static/photos/1270.jpg"
"Daria Van Tyne",4,2,1344,8.3e-05,0,0.333333,2,0.020036,2119335907,"http://molbio.mgh.harvard.edu/molbio-static/photos/2221.jpg"
"Ashley, Candi",1,0.25,393,5.6e-05,303,0,0,0.00014,2150368940,"http://testsite.usf.edu/images/education/areas-of-study/exercise-science/candi.jpg"
"McCullough, Elizabeth",2,0.666667,1344,4.7e-05,0,0,0,0.002017,2504116666,"https://www.hhs.k-state.edu/images/directory/lizm.jpg"
"Ashok Ajoy",4,0.258065,1344,1.9e-05,0,0.166667,1,0.019,1641641789,"http://qis.mit.edu/img/logo2crop.gif"
"Kasturi Saha",3,0.807692,1344,3.8e-05,0,0,0,0.008252,2113358056,"http://qis.mit.edu/img/logo2crop.gif"
"P. Cappellaro",7,1.963141,1344,8.7e-05,0,0.095238,2,0.029365,1995123408,""
"Ashok Kumar",5,0.833333,1344,4.5e-05,0,0.1,1,0.133754,2931663118,"https://chemistry.harvard.edu/profiles/openscholar/themes/hwpi_basetheme/images/harvard-logo.png"
"Dyann Wirth",9,3.022222,1344,0.000125,0,0.055556,2,0.09833,2294549635,"http://environment.harvard.edu/sites/default/files/styles/150_x_150/public/images/wirth.jpg?itok=jzQmTB1m"
"Ashok Verma",4,1,1344,6.7e-05,0,0,0,0.006883,2159913971,"https://miami.pure.elsevier.com/files-asset/18309495/Averma"
"Daniel H Kett",4,0.972222,1344,5.7e-05,0,0,0,0.006167,320609094,"https://miami.pure.elsevier.com/files-asset/18284808/dkett"
"Roland Schein",4,0.613636,1344,4.1e-05,0,0,0,0.007604,2181656328,"https://miami.pure.elsevier.com/files-asset/18394023/rschein"
"Witherspoon, Paul",1,0.25,1344,2.3e-05,0,0,0,0.001006,2232162189,""
"Ashton Anderson",4,0.714286,1344,3.6e-05,0,0,0,0.036383,2155788867,"http://cs.stanford.edu/~ashton/024Bbwsm.jpg"
"Dan  Jurafsky",15,2.68455,1344,0.000125,0,0.019048,2,0.148376,2089131864,"https://ceas.stanford.edu/sites/g/files/sbiybj6161/f/styles/large-square/public/jurafsky-dan.jpg?itok=ig54goe8"
"Daniel McFarland",6,0.804473,1344,4e-05,0,0.066667,1,0.047041,2131436230,"https://teachingcommons.stanford.edu/sites/teachingcommons/themes/undergrad/images/header-stanford-logo@2x.png"
"Neil  Malhotra",7,2.128361,1344,9.7e-05,0,0,0,0.022722,2185280651,"https://www.gsb.stanford.edu/sites/gsb/files/styles/270x270/public/person_photos/SGSB-1539-Neil_MalhotraRT-Profile.jpg?itok=6HQrX6pw"
"Ashwin Dharmadhikari",3,1.181818,1344,5.1e-05,0,1,3,0.008259,2158866542,"https://cfar.globalhealth.harvard.edu/profiles/openscholar/themes/hwpi_basetheme/images/harvard-logo.png"
"Ashwin Pananjady",2,0.363636,1344,2.2e-05,0,0,0,0.023905,342641725,"https://people.eecs.berkeley.edu/~ashwinpm/picture.jpg"
"Koulik Khamaru",2,1.090909,1344,4.9e-05,0,0,0,0.009385,2799049539,"https://www.stat.berkeley.edu/~koulik/image1.jpg"
"Ramchandran, Kannan",21,4.235455,1344,0.000176,0,0.047619,10,0.241584,2205924584,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/ramchandran.jpg"
"Dianne Schwarz",2,1.111111,1344,4.5e-05,0,1,1,0.002788,2135268453,"http://molbio.mgh.harvard.edu/molbio-static/photos/276.jpg"
"Galit Lahav",6,1.777778,1344,7.2e-05,0,0,0,0.045366,2344225129,"http://sysbiophd.harvard.edu/files/styles/person/public/images/people/Galit%202014%20Program%20Website%20photoshop.jpg?itok=HbHJQfcj"
"James Toombs",3,2.111111,1344,7.9e-05,0,0.333333,1,0.003811,2583835648,"http://molbio.mgh.harvard.edu/molbio-static/photos/313.jpg"
"Joseph DeRisi",8,1.82286,1344,8e-05,0,0,0,0.034593,1043600792,"http://ccb.berkeley.edu/wp-content/uploads/2019/04/PhotoHandler-150x160.jpeg"
"Shi, Yang",8,2.122222,1344,1e-04,0,0,0,0.042738,2223544329,"https://cellbio.med.harvard.edu/sites/default/files/styles/people_photo/public/people_photo/yang_shi.jpg?itok=KLkQQW5s"
"Asim  Ansari",2,1,1344,4.5e-05,0,1,1,0.002579,2225659460,"https://industry.datascience.columbia.edu/sites/default/files/profiles/photos/Asim_Ansari_300x400.jpg"
"Kamel Jedidi",4,1.857143,1344,8e-05,0,0.333333,2,0.004957,1673893166,"https://msba.engineering.columbia.edu/sites/default/files/logo/MS%20Business%20Anaytics%20biggest.png"
"Scott A. Neslin",9,3.472222,1344,0.000157,0,0.083333,3,0.009428,729966562,"https://www.tuck.dartmouth.edu/images/made/uploads/faculty/f_neslin_crop_600_852_75_s.jpg"
"Asim Farooq",5,2,1344,0.000127,0,0,0,0.003435,2309001984,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Farooq%2C%20Asim_7679.jpg?itok=lKyWtV4-"
"Dimitra Skondra",1,0.166667,1344,1.7e-05,0,0,0,0.000704,2591881540,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Skondra%2C%20Dimitra-use.jpg?itok=yOvmKuyT"
"Kathryn Colby",1,0.333333,1344,2.6e-05,0,0,0,0.000704,1960144337,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Colby%2Ckathryn.jpg?itok=2b5vt_Oo"
"Asim Zia",6,1.785747,1344,9.5e-05,0,0,0,0.003924,2175360913,"https://www.uvm.edu/sites/default/files/zia_0.jpg"
"Asma Ghandeharioun",2,0.433333,1344,3.3e-05,0,1,1,0.001718,2943533337,"http://pldb.media.mit.edu/face/asma_gh"
"Daniel McDuff, Ph.D.",5,2.1,1344,0.000118,0,0.1,1,0.009396,2008753996,"http://pldb.media.mit.edu/face/djmcduff"
"Sara Taylor",2,0.6,1344,4.6e-05,0,0,0,0.003659,2682690352,"http://pldb.media.mit.edu/face/sataylor"
"Szymon Fedor",4,1.048352,1344,7.5e-05,0,0,0,0.009041,2095394354,"http://pldb.media.mit.edu/face/sfedor"
"Asrar B Malik, PhD",4,1.5,1344,7.4e-05,0,0,0,0.006464,2156791776,"http://mcph.uic.edu/mt-content/uploads/2018/07/uic-web-052018-img_5713b-1.jpg"
"Eddington, David",4,0.793939,1344,4.2e-05,0,0,0,0.026409,702359149,"https://neuro.uic.edu/files/2016/05/UIC-NEURO-LOGO-2-300x193.png"
"Jalees Rehman, MD",2,0.547619,1344,4.1e-05,0,0,0,0.001964,2126987941,"http://mcph.uic.edu/mt-content/uploads/2017/01/rehman.jpg"
"Minshall, Richard D., PhD",4,0.318182,1344,2.3e-05,0,0,0,0.004811,2151744664,""
"Assaad Mrad",1,1,1344,5.1e-05,0,0,0,0.008771,2886338908,"https://scholars.duke.edu/individual/t7422212"
"Assaf Zeevi",8,2.031398,1344,8.5e-05,0,0.071429,2,0.100074,2340788424,"https://msba.engineering.columbia.edu/sites/default/files/logo/MS%20Business%20Anaytics%20biggest.png"
"Yoshihisa Yamamoto",9,2.190509,1344,9.2e-05,0,0.055556,2,0.063458,2112619927,"https://glam.stanford.edu/sites/g/files/sbiybj10026/f/styles/med-square/public/yamamoto-147_0.png?itok=XecG-t2j"
"Aster, Jon",14,1.912043,1344,9.1e-05,0,0,0,0.110451,246792720,"http://www.hms.harvard.edu/dms/immunology/fac/images/large/Aster_Jon.jpg"
"Dennis Selkoe",12,1.290243,1344,7.7e-05,0,0.015152,1,0.172133,290846745,"http://www.hms.harvard.edu/dms/neuroscience/fac/images/large/Selkoe_Dennis.jpg"
"Desrosiers, Ronald C., M.D., Ph.D.",8,1.712121,1344,7.8e-05,0,0,0,0.039729,2067217362,""
"Jerrold Turner",11,3.186018,1344,0.000132,0,0.054545,3,0.048793,2126362689,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Kieff, Elliott",10,2.430832,1344,1e-04,0,0,0,0.055014,2409946925,"http://www.hms.harvard.edu/dms/bbs/fac/images/large/Kieff_Elliott.jpg"
"Look, A. Thomas",6,1.128788,1344,5.8e-05,0,0.066667,1,0.056204,2186021555,"http://dms.hms.harvard.edu/immunology/fac/images/large/Look_A. Thomas.jpg"
"Mary Sunday",3,1.045455,1344,4.7e-05,0,0,0,0.050298,1986405578,"https://medicine.duke.edu/sites/medicine.duke.edu/files/styles/profile/public/field/image/i9525372.jpg?itok=7-_el4Ty"
"Masanori Aikawa",8,0.848485,1344,4.4e-05,0,0.035714,1,0.11804,2150330652,"http://cics.bwh.harvard.edu/data/site/users/3/avatar/masanori.png"
"Tan Ince",5,1.213709,1344,5.9e-05,0,0,0,0.044855,2401576116,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Aston Kyle McCullough",2,1,1344,4.7e-05,0,1,1,0.002898,2232975649,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Bryan Sean Keller",4,1.106349,1344,5.6e-05,0,0.166667,1,0.006109,2275298880,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Astrachan, Owen",4,0.5625,1344,4e-05,0,0.166667,1,0.007981,298332384,"http://www.cs.duke.edu/images/pic-fac/ola.jpg"
"Clancy, Mike",3,1.325397,1344,5.8e-05,0,0,0,0.002898,2155747070,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/clancy.jpg"
"David Kotz",7,2.475349,1344,0.000108,0,0.047619,1,0.025051,2043852209,""
"Garcia, Dan",7,1.481529,1344,8.9e-05,0,0,0,0.046556,2304832697,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/garcia.jpg"
"Jeffrey Forbes",10,2.275314,1344,0.000116,0,0.111111,5,0.036333,2107919771,"https://users.cs.duke.edu/images/pic-fac/forbes.jpg"
"Loveland, Donald W.",1,0.125,1344,1.6e-05,0,0,0,0.001121,290533546,"http://www.cs.duke.edu/images/pic-fac/loveland.jpg"
"Robert C. Duvall",2,1.125,1344,5.9e-05,0,1,1,0.005231,2127858891,"https://iss.duke.edu/sites/iss.duke.edu/files/styles/people_-_photo_full_size/public/external-images/c013f827e668e85f9baf98ebe8bff3dc.jpg?itok=4BSsukTh"
"Aswath Damodaran",1,1,1344,5.3e-05,0,0,0,0.003857,2069714183,""
"Aswin Sankaranarayanan",0,0,277,8e-06,304,0,0,0,2077766773,"https://users.ece.cmu.edu/~saswin/P1000989.JPG"
"Mohit Gupta",2,0.092864,1344,1.6e-05,0,0,0,0.006846,2300394435,"http://www.cs.cmu.edu/~mohitg/images/DSCI1413.JPG"
"Xin Li",9,0.632366,1344,3.8e-05,0,0.027778,1,0.10246,2127835130,"https://users.ece.cmu.edu/~xinli/images/xinli.jpg"
"Athena Lam",2,1.214286,1344,5.2e-05,0,1,1,0.003731,2546913446,"https://nature.berkeley.edu/sites/default/files/section-header-default-limited_1.jpg"
"Ivan Sag",6,3.489011,1344,0.000119,0,0,0,0.024285,189016263,"http://lingo.stanford.edu/sag/pics/rocky2.png"
"Athina Petropulu",6,1.975758,1344,0.000109,0,0.066667,1,0.007504,169955903,"https://www.ece.rutgers.edu/sites/default/files/athina1-d1.jpg"
"Harish Sethu",3,1.166667,1344,6.6e-05,0,0.333333,1,0.003175,1244039458,""
"Kapil R. Dandekar",6,1.610236,1344,8.5e-05,0,0.066667,1,0.013824,2192211939,""
"Saman Zonouz",1,0.6,1344,3.2e-05,0,0,0,0.000817,1499886386,"https://www.ece.rutgers.edu/sites/default/files/Saman-275x306.jpg"
"Steven Weber",6,0.739247,1344,4e-05,0,0,0,0.041879,2139854223,"http://polisci.berkeley.edu/sites/default/files/styles/230w/public/56.jpg?itok=HQfSYLJQ"
"Wade Trappe",6,1.510582,1344,8.8e-05,0,0.133333,2,0.03194,533826689,"https://www.ece.rutgers.edu/sites/default/files/Wade-Trappe.jpg"
"Atila Abdulkadiroglu",5,1,1344,4.5e-05,0,0.2,2,0.023296,2092634764,"https://econ.duke.edu/sites/econ.duke.edu/files/styles/people_-_photo_full_size/public/external-images/1b2866918b7535b3020aefd5fb16cae5.jpg?itok=XSHsyDUz"
"Dynarski, Susan",5,2.227444,1344,9e-05,0,0.4,4,0.045679,2608656877,"https://research.hks.harvard.edu/publications/images/hks.jpg"
"Kane, Thomas",6,2.058064,1344,8.5e-05,0,0.133333,2,0.017534,2001787148,"http://www.gse.harvard.edu/sites/default/files/faculty/images/thomas-kane-71512.jpg"
"Kyle Bagwell",4,0.289551,1344,2e-05,0,0,0,0.026425,2198106154,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/3606-kyle-bagwell01.jpg?itok=4EEWKrxX"
"Sarah R. Cohodes",5,1.337278,1344,5.8e-05,0,0.2,2,0.016701,2248082050,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Bei Wang",8,4.064516,1344,0.000144,0,0.035714,1,0.021116,2259790737,"http://www.sci.utah.edu/~beiwang/Bei3.jpg"
"John Reppy",2,0.907258,1344,5.7e-05,0,0,0,0.005172,324107302,""
"Attwood, David",3,1.245455,1344,7e-05,0,0,0,0.009507,2508510227,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/attwood.jpg"
"Bokor, Jeffrey",8,0.354839,1344,2.5e-05,0,0.178571,5,0.061015,2420494842,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/bokor.jpg"
"Auden McClure",2,1,1344,5.2e-05,0,0,0,0.004604,2092368948,"https://vivo.dartmouth.edu/vivo/images/placeholders/person.thumbnail.jpg"
"Giovanni Gregori",6,0.304423,1344,2.4e-05,0,0.066667,1,0.040136,2108584710,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Joel Schuman",11,2.90791,1344,0.000131,0,0.054545,3,0.090064,1864519913,"http://www.cnbc.cmu.edu/cnbc-directory/name/schuman-joel-schuman-joel/"
"Jorge Fortun",3,0.484444,1344,3.4e-05,0,0.333333,1,0.018815,2189325688,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Mark S. Blumenkranz",4,0.422118,1344,3.1e-05,0,0.166667,1,0.015566,626430484,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/blumenkranz.png?itok=5DXR5sp6"
"Neil Pederson",10,0.824258,1344,8.5e-05,0,0.022222,1,0.023781,2026531249,"https://eesc.columbia.edu/sites/default/files/styles/profile_thumb_100x150/public/bio/pederson.jpg?itok=eiJjFpBN"
"Audrey Trainor",3,0.777778,1344,4.8e-05,0,0,0,0.001298,2090975515,"https://nyuscholars.nyu.edu/files-asset/30515265/aatrainor_1_.jpg"
"Heather Woodley",1,0.111111,1344,1.4e-05,0,0,0,0.000389,2771682199,"https://nyuscholars.nyu.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Leko, Melinda Marie",3,1.121315,1344,5.9e-05,0,0.333333,1,0.002553,2061876416,"https://lsi.ku.edu/sites/default/files/leko.png"
"Audun Botterud",0,0,278,8e-06,305,0,0,0,1939982542,"http://botterud.mit.edu/sites/default/files/images/Botterud2.jpg"
"Jing Cynthia Wu",0,0,279,8e-06,306,0,0,0,2713730081,"https://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/wu.JPG?itok=boMZKrUd"
"Auerbach, Alan J.",7,1.863619,1344,9.6e-05,0,0.095238,2,0.083372,2004531954,"https://www.econ.berkeley.edu/sites/default/files/styles/faculty_picture/public/pictures/picture-805-1420589419.jpg?itok=8nXSl3aO"
"Kerwin Charles",4,1.142857,1344,6.7e-05,0,0,0,0.016425,2170798422,""
"Ronald Lee",6,1.416917,1344,7.6e-05,0,0.2,3,0.032003,2441013466,"http://www.populationsciences.berkeley.edu/sites/default/files/rlee_2014b.jpg"
"Augustin  Chaintreau",3,1,1344,5.5e-05,0,0,0,0.032651,329545075,"https://industry.datascience.columbia.edu/sites/default/files/profiles/photos/chaintreau.png"
"Roch Guérin",6,0.972835,1344,4.8e-05,0,0.066667,1,0.097217,1992892501,"https://dc.ads.linkedin.com/collect/?pid=892826&fmt=gif"
"Aurel Lazar, PhD",2,0.954545,1344,5.4e-05,0,1,1,0.005501,2231220788,"https://www.gsas.cuimc.columbia.edu/sites/default/files/styles/cola_media_400/public/cups-profile/headshot/alazar.jpg?itok=kolQ68Hh"
"Yevgeniy B. Slutskiy",2,0.954545,1344,5.4e-05,0,1,1,0.005501,259072102,""
"Aurelia Radulescu",1,1,280,5.6e-05,307,0,0,0.00014,2335940193,"https://pediatrics.med.uky.edu/sites/default/files/styles/profile_pic_medium_bootstrap/public/pictures/picture-10386-1492703221.jpg?itok=8ZAcJ8ea"
"Vlad Radulescu",1,1,280,5.6e-05,307,0,0,0.00014,2047489178,""
"Auron, Philip",0,0,281,8e-06,308,0,0,0,306291751,"https://www.duq.edu/assets/images/science/faculty/_images/auron200.jpg"
"Austin  Sendek",3,2,1344,7.7e-05,0,0,0,0.009139,2072803397,"https://woods.stanford.edu/sites/g/files/sbiybj5821/f/styles/large-scaled/public/austin_sendek_headshot.jpg?itok=fnC9Qkyh"
